,message,hate_speech
6377,Six hundred years later my 9th great grandfather came to America .,0
6378,There could be if could put together something we have had interest from people in Manitoba before .,0
6379,Send us an email Unit14Global@gmail.com,0
6380,The Book of Revelation !,0
6381,There 's no better source for learning about the end times than God 's own words .,0
6382,The Bible is the only true source for end times information and anything else is just human speculation,0
6383,You have to defend yourself with riots happening across the country and invaders flooding across our borders .,1
6384,The government and elites will not do anything about it .,0
6385,Defend yourself !!!!!,0
6386,California has gotten so weak i was in the marine corps for years i cant believe how wussed out they are the same place i went to boot camp in 1981 i fired everything they had but could n't drink beer off the base ..... San Diego is gorgeous tho,0
6387,It does look good .,0
6388,I love audio !,0
6389,I just turn up the sound and I can work and listen .,0
6390,"Occasionally I 've accidentally left the window open , and Dr. Pierce lectured to the neighborhood",0
6391,"There is always the International Oil Patch , we know there is no Drugs , Booze , or Hookers there , and a different Country every few weeks Get your Divorce early , everyone gets one two to a customer .",0
6392,"unless you teach math , but hell there 's a post on here that says math teachers want to teach social equality. and white privilege !",0
6393,"I fell asleep on the couch with a blue tongue skink on my chest one night and awoke to him biting my neck , I guess my Adam 's apple set off a feeding response .",0
6394,I screamed WTF and the GF came running out of the bedroom wondering what happened. we both got a good chuckle out of it .,0
6395,Evidence?,0
6396,They do n't need evidence .,0
6397,In many countries the Jew/white liberal will throw you in jail for longer than a murderer for denying their `` evidence '' !,1
6398,Love how the ape loses so starts going on about how he 's going to shoot him .,1
6399,What a cowardly cretin he is .,0
6400,"Yes, there some real GOOD places to live .",0
6401,"Some so remote , you will hear coyotes , and see the night sky as never before .",0
6402,"Instead of hearing rap music and looking at bling , The song dogs ( coyotes ) will serenade you ... This is the kind of stuff I love to talk about .",0
6403,A beautiful and very proper Czech Christmas song featuring the great Marta Kubisova who was silenced for standing up to communists in 1971 .,0
6404,VÃ ¡ clav NeckÃ ¡ Å & Karel Å * tÄ drÃ 1\/2 & Marta KubiÅ ¡ ovÃ ¡ - Dary nesem ( 1968 ) - YouTube,0
6405,I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,1
6406,Does somebody know ?,0
6407,"Firestorm of Star Birth in Galaxy Centaurus A Resembling looming rain clouds on a stormy day , dark lanes of dust crisscross the giant elliptical galaxy Centaurus A.",0
6408,"What is worse , is the fact that they are allowed to bring their violent chaos to our beloved homelands , and contaminate the minds of our children !",0
6409,I have n't been to a gun show in years .,0
6410,"When I was young , gun shows were just that .",0
6411,They were usually independent collectors with their guns on display or private collections for sale .,0
6412,"Today , you pay to look at table after table of guns priced at retail .",0
6413,The tables with junk Chinese knives and jewelry have also proliferated .,0
6414,It's easy for them to multiply because their African genes are so incredibly pronounced .,0
6415,Blacks do n't need other blacks to pass on their genes .,0
6416,Hmmmm. not a fan of the Hydroshok round .,0
6417,I saw a few video tests of them somewhere ........,0
6418,Let me see if I can find them for you .,0
6419,Is it okay to enjoy toast ?,0
6420,Because the bread starts off all pure and white but once toasted it is a dark brown shade and is dry and hard and doesnt taste like bread at all ?,0
6421,Nordic is a sub race that an Anglo Saxon or Celtic person could and more than likely does belong to .,0
6422,Nordic is not someone 's heritage it 's a sub race category than one person 's heritage will be put into .,0
6423,"Well of course not , hell , my glock 40 9mils can hit a penny at a mile if I hold ' em sideways !",0
6424,YEH YAY !!!,0
6425,Trying to find out where to buy a copy of White Power that either ships to England or can be bought in England,0
6426,Cool.,0
6427,I 'm surprised Greek or some Asiatic languages did n't pop up .,0
6428,I hear Icelandic and Mandarin are among the most difficult .,0
6429,I've never heard of blacks being better at cutting weight .,0
6430,"But from what i have seen of the UFC lately , there are many whites dominating their division or challenging in the top positions of just about every weight class , with the exception of the heavyweight division .",0
6431,What age is too old to start driving a truck on the long hauls ?,0
6432,Is there a mandatory retirement age or an age limit ?,0
6433,"This judge is an idiot and a prime example of why the law gets what little respect it does these days , they will let anyone with an agenda and connections become a judge these days .",0
6434,Special Spring snack for Kes .,0
6435,She 'll smell of it for a while then it 'll be gone in a matter of seconds .,0
6436,https://scontent-a-ord.xx.fbcdn.net/hphotos-prn1/560008_10200593451827685_1725723611_n.jpg Antique photo of French motorized tricycles https : //scontent-b-ord.xx.fbcdn.net/hphotos-ash4/603341 _ 10200196698389097 _ 1099230950 _ n.jpg Man with elaborate motorized tricycle More photos : https : //www.facebook.com/isabelle.br ... 1025670 & type = 3,0
6437,"i have french-german-spanish blood , but i have mostly french blood , my last name is french , as far as i know that ´ s all .",0
6438,This guy is pretty cool going around and exposing fake SEALS .,0
6439,Too bad most of the guys he catches are white .,0
6440,"You have to listen to him and his wife do little stories in between his interviews but they are ok = ) Phony Navy SEAL of the WEEK , Adam Hubbard , Jose R. Gonzalez , D.K. Grant .",0
6441,- YouTube,0
6442,Unfortunately in the United Kingdom we do n't have guns like you Yanks so I was hoping for some alternatives for a SHTF scenario ?,0
6443,"I use 40mm grenade ammo cans , rubber sealed and air tight and you can find them for about $ 20 a piece .",0
6444,17L x 6W x 10.5H.,0
6445,some times Whites are forced to live around a lot of blacks .,1
6446,We live in a black majority neighborhood for economic reasons and we are definitely not race mixers .,0
6447,What city and when was this that no calls could be made out .,0
6448,Solution walkie talkies that take double a batteries .,0
6449,"Those solar lawn lights , you know whats inside that charges during the day so they run at night double a batteries .",0
6450,If it takes double a batteries it will always run .,0
6451,Yes but upon further research I have realised its just a liability .,0
6452,I do n't want to throw my life away .,0
6453,I would love to see a video of Somalis blown apart with a torpedo and see bodies and scrap metal fly hundreds of feet into the air .,1
6454,"i honestly dont know what my eye color is ... they look green , but at times grey or dark blue .. sucks i cant determine my actual eye color .",0
6455,Either when the last White child is brutally murdered or when the last of our enemies perishes .,0
6456,"This is your only choice , White man !",0
6457,Changing the narrative a little .,0
6458,"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .",1
6459,Outraged presenters and all .,0
6460,As a holder of a black belt in an Asian martial art I can say that they can be very effective for real world self defense .,0
6461,My 22 pump action long rifle for fun My mosin nagant for hunting My semi automatic 12 gauge for home defense buck shots My browning 1919 for personal side arm My mauser k 98 k scoped for hunting,0
6462,"I understand your concern , but before you worry too much about coons with guns and their ability to plan anything , watch this video .",0
6463,Blacks Will Lose Race War - YouTube,0
6464,"That's completely true , I have a 3-y-o son and he does n't like at all to play with brown-skinned boys or girls , I especially remember once a pair of twin girls came up to kiss him and he just ran away , it was the enchantment of the white man !",0
6465,I actually saw it .,0
6466,"Behind bullet-proof glass , a dozen armed guards , maybe 50 yards away .",0
6467,Looked like it was 6 inches tall ; but I saw it .,0
6468,ik was watching a outdoors hunting show in Canada today. looks to me they have every thing we have channel 604 on direct tv,0
6469,"New York 's Old Pennsylvania Station , What a tragic loss , to promote Jewish `` Modern '' filth , no surprise !",1
6470,"New York Brownstones , designed by European Whites .",0
6471,"Inside Cologne Catherdral Paris Opera House Peterhoff Palace St. Petersburg , Russia Palace at Versailles",0
6472,We have n't heard this exquisitely beautiful song in a while .,0
6473,Let 's hear it again this morning .,0
6474,Perfection .,0
6475,Jackie Evancho - Lovers - House of Flying Daggers - HD - YouTube,0
6476,Boys and girls should n't wrestle each other .,0
6477,"It never ends well , especially if the boy loses .",0
6478,I 've seen guys lose to girls and have their high school lives ruined to the point of having to switch schools because of the teasing and tormenting after losing to a girl .,0
6479,"These kind of stories are designed to create more fear , and more calls from the ignorant sheeple for gun control .",0
6480,The jew is attempting to make the condemned beg for the noose .,1
6481,Many of them are doing just as their masters desire .,1
6482,"Honestly, coming out with an ill thought out rant like this would see you dismissed as a crank in any meaningful debate .",0
6483,"Negroes also do n't know how to clean guns or care about cleaning guns or gunsmithing , which will catch up to them .",0
6484,if the sensi knows what they are doing they will break down the kata and show you how each move or movies apply to a certian kind of attack .,0
6485,"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",1
6486,"Yeah I downloaded them all just in case , have to wait until the all-in-one video gets posted again , seems the hews and their companies got to YT as usual and took it down ..",0
6487,Typical,0
6488,"I can hear the Chief now , we have enough on our plates .",0
6489,How dare you give us evidence of crimes on tape !,0
6490,Videos like this just make me go hmm .,0
6491,Should I go for the .45 and knock em down or should I go 9mm hi cap since its like an infestation .,0
6492,I shoot a `` souped up '' first year Ruger Old Army .,0
6493,"Adjustable rear sight , orange target insert in the front sight , modified cylinder .",0
6494,Brass Super Blackhawk Dragoon grip frame .,0
6495,".457 round ball over an Ox Yoke Wonder Wad , over a 30gr Pyrodex pistol pellet , which is over 5-25 grains by volume of FFFg equivalent 777 ... fired by a #10 Remington Magnum percussion cap .",0
6496,"#11 caps are useless on this particular gun , as you go around the cylinder at least one full revolution before they can actually seat fully and fire .",0
6497,Best cap and ball revolver ever made .,0
6498,Period .,0
6499,I can hit a paper plate at 100 yards or hole a 5 gallon steel pail of roofing tar at 25 yards ... It is my `` brush gun '' during blackpowder deer season or when going after feral hogs .,0
6500,Rifles ?,0
6501,Shoot a pre merger Thompson Center Hawken 50 .,0
6502,Jacketed .45 hollow point sabot rounds .,0
6503,"Not the best round by any means , but 2 or 3 50 grain Pyrodex pellets over 5 grains of FFFg 777 and a #11 cap gets the job done .",0
6504,"Also shoot a Lyman Great Plains .54 , patched lead round ball over bulk FFg , fired by a #11 cap .",0
6505,The .54 will flip a white tail over pretty handily ...,0
6506,The `` big boy toy '' is an English built Moore and Harris caplock double in .69/12g.,0
6507,"Needs a new stock , ramrod and nipples .",0
6508,"Slowly being brought back into service , it is an original that belonged to a Confederate military courier post war .",0
6509,"Has been in the wife 's family since it was brand new , original owner used it until the stock split and the checkering was worn down to faint traces on the wood surface .",0
6510,Ruger Old Army and Moore and Harris double .,0
6511,"Revolver had been used all hunting season , shotgun was fresh out of sitting in attics/closets since the late 1800s or early 1900s .",0
6512,"Shotgun 's original owner died in 1920 , President Davis ' personal military courier .",0
6513,"We have his handwritten account of the Battle of Shiloh , where he was with the 4th Tennessee ...",0
6514,Shame on you .,0
6515,"The liberals are going to get their panties in a bunch , with people like you saying we must learn to defend ourselves .",1
6516,I want to thank every one who posted to the Halloween thread this year .,0
6517,It was great reading all your input .,0
6518,I hope every one had a Happy Halloween .,0
6519,"This was done about two summers ago when she was just a baby out on the tree in the front yard , she is WAY bigger now I will try and get the new pics up this week to show off of her and the pug both .",0
6520,Typical Negro .,1
6521,"They laugh at whites who obey the law , bother to get married , women who are chaste .",1
6522,They only know how to destory our civilization .,1
6523,"Yeah, I 've gotten annoying responses to people when I told them we were going to home school , but they were n't as `` You 're a weirdo '' as the responses we get for not vaccinating .",0
6524,"You CANNOT teach people to be intelligent - we must start breaking students into groups of low , moderate and high intellectual ability and teach each group suitable material .",0
6525,"Well, it 's a trick .",0
6526,They have properly learnt their Zionist lesson ...,0
6527,Israeli Minister `` We always use the anti-Semitism trick or bring up the Holocaust '' - YouTube,0
6528,"If it helps you feel better , I got accepted into the following schools : - UCLA - UCI - UCSB - USD - Pepperdine - Oregon State - USC F * ck Ivy League .",0
6529,A negro teacher forced a five year old white boy to stand in front of his class .,0
6530,She then solicited his classmates to make comments about what they disliked about the boy .,0
6531,She then had the other students vote him out of the class .,0
6532,The boy was so traumatized he did n't want to go back to school .,0
6533,The child abusing teacher was Wendy Portillo .,0
6534,"The school was Morningside Elementary School in Port St. Lucie , Florida. black teacher has kindergarten class vote out White boy What happened to this boy was child abuse .",0
6535,The child abuse of white children happens every day in American schools .,0
6536,People arent giving the Japanese enough credit .,0
6537,"Anyone remember the yamoto ? youtube : japanese battleship yamoto If they had enough oil to run the thing , they would have taken over the entire ocean .",0
6538,"Sadly, virtually every parent on this site will have to have their children experience that , as it is , without forcing them to experience it unnecesserily .",0
6539,great posts. see how the media has been lying to us for decades about what actually happened and what it was actually all about .,0
6540,all i can say is thank goodness i was n't educated in this country. i fear for our children i really do !,0
6541,I have a report somewhere called Allied Intrigue in the Low Countries and I seem to remember understanding a bit more .,0
6542,Similar with Norway I think .,0
6543,Oh fawk !!!,0
6544,The zoo ?!?!,0
6545,"When I die just put a monitor in my coffin running a never ending holocaust documentary , just to make sure I nevah fo-get !",1
6546,You pulled that from the top link of a google search .,0
6547,Maybe this should be a poll so we can democratically set his iq .,0
6548,I would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so .,1
6549,My mother taught me to read and count change before I was three years old !,0
6550,It was not hard either .,0
6551,Integrated public schools offer nothing but abuse for white children .,0
6552,Even all or mostly white public schools will still feed poison agenda .,0
6553,Spanish is NOT their language !,0
6554,"It is our ( White ) language , just like French is our language even though millions of negroes in Africa speak it .",0
6555,I am doing online school for my associates in computer information systems with a concentration in web design .,0
6556,Hopefully can find work once i am done .,0
6557,Dangers of government schools : exposing your kids to philosophy like this ....,0
6558,YouTube - Jeremiah Wright - God Damn America - Obama 's Spiritual Mentor / Pastor,0
6559,"I know the thing on ebay said its first edition so i guess so , its still sitting at 51 $ so i am hoping it stays there and ill just bid like crazy the last few minutes of the auction and hopefully get it .",0
6560,"As long as you do n't do that , they ca n't accuse you of misusing company time , or creating a hostile work environment",0
6561,Tomorrow you will accept it and the day after that you will embrace it .,0
6562,A Racist is someone who loves their Race .,0
6563,"If you love your Race and want to see it thrive well into the future , You 're a Racist .",0
6564,"Little Miss Little Miss Muffet sat on a tuffet Eating a Big Mac and fries Along came a spider and sat down beside her ' Yuck ' , it said , ' I prefer flies ' .",0
6565,"i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .",0
6566,Those you speak of are the very article which started this thread .,0
6567,All you have to do is have eyes to see clearly .,0
6568,"The jews represent everything vile , deviant and unnatural , everything and anything that is an abomination to our Lord Jesus Christ , I hope he is burning with his father in hell .",1
6569,I was just curious as to know what country everyone 's ancestors came from in SF .,0
6570,"I am of German and British descent ( 75 % German , 25 % British , approx. )",0
6571,"I also read in `` March of the Titans '' that there are three `` subraces '' pf whites , nordic , alpine , and mediterranian , and found out I could be a poster boy for the Alpine group ( round face , brown hair , green eyes , stocky build ) !",0
6572,I was also wondering if any of you all believe if any `` subrace '' is superior to another ?,0
6573,"It's really not our faith of choice that matters , It 's the dedication to our race which is where we are made or lost .",0
6574,"Seriously, this guy is VERY primitive even for a Black .",1
6575,I 'd put him somewhere between the typical African and an ape .,1
6576,"Geesh , they 'd let a gorilla into UCLA for the sake of `` Diversity '' as long as it got a body wax .",1
6577,I would bet the campus cops were ordered to withhold it by some `` higher authority '' like the Department of Homeland Security .,0
6578,"The reason y i dropped out of school was because either , i drop out or i got kicked out. i always fought with the packi gang at my school. and i was never going to back down. in auto class i handed the n * igger a monkey wrench and told him the name suited him aswell. all the non-whites hated me because i wore a `` nazi punk '' and a `` white pride '' patch on my coat and backpack. a got in a fight with some black chick and i won. the next day her butchy sister caught up with me in the hall way and said that after school her and i where gonna fight. i told her `` no if u wanna fight , we 're gonna fight right here right now. not after school where u can gather the rest of u monkies up so it 's an uneven fight '' . she huffed and stormed away. - we neevr did get to fight the last straw was the first day of school i had a forgein substitute teacher. so i was talkin and and this guy was on my case about turning around and getting my work done. he had to ask me this a few times and then finially i stood up and said , `` look , i 'm white ur black , i should be telling u whut to do ! '' ohhh man , my guidance conslour did n't like that nor did my principal .... ( this was n't at school this happened a month or so ago but these people went to my school ) i had a n * igger try to rob me at knife point in the forest while his gf sat back and watched. my friend came by and jumped him and i personally went after the chick. she ran and i caught up to her and smashed her head into a tree. thats only some of my stories ....... i got a few more but i dont have the time",1
6579,If you do n't mind a silent film The Birth of a Nation is a must see .,0
6580,Not many films end with a Klan victory .,0
6581,I first shaved my head when I was 12 ( i 'm 19 now ) but I did it because I hate combing my hair .,0
6582,"I never did it to look like a skinhead , but it was funny in high school when all the blacks and mexicans stared at me when I would walk by .",0
6583,Most white kids i know believe they are superior and they freak out whenever a black guy is fighting a white .,0
6584,"Happend the other day after class , the black was the one who backed down .",0
6585,Shows their `` superiority '',0
6586,"Besides Metallica 's new album , I have n't bought a mainstream album in like a year .",0
6587,It 's been all white power music .,0
6588,you gotta stand up for yourself you cant just sit back and take their * * * * but on the other hand you cant go out looking for it either but if it comes down to a fight dont back down,0
6589,"When they get ridiculed because of their injury on the radio by a negro talk-show host who sings little songs about how sharks only eat White people , sure .",1
6590,It ca n't hurt .,0
6591,Who thinks White People should marry White People and only White People ?,0
6592,I think people should not marry out of your own race .,0
6593,have him come to california and see what crap i had to grow up around. i 'll need 1maybe even 2 days tops ...,0
6594,"please recommend me black metal and death metal bands , like fear factory or slipknot and etc. machine head slayers albums like `` god hates us all '' and `` diabulus musica . ''",0
6595,"This is the youth Section , and you 're friend having sex with multiple ppl ?",0
6596,He will get aids soon and die,0
6597,Hi Michael .,0
6598,"As requested , here 's a link to the USA Today coverage of the mystery of the stinky suitcase .",0
6599,http://www.usatoday.com/news/world/2...on-noses_x.htm,0
6600,Hey There I just moved here to Saskatoon and was hoping to hook up with some WN in the city here .,0
6601,PM me !,0
6602,"Well, I think we 've reached the point where this discussion is going round and round , so we can end it right here .",0
6603,"It's to bad that there is n't anything like this anymore , Id sure join if there was .",0
6604,Or maybe there is and I just do n't know about it .,0
6605,We dont really have any Blacks in our schools round here ....,0
6606,Bbut they are creeping in slowly seeing more and more these days .,1
6607,"Negroids have a very different hair type then whites , black hair is referring to there hair type and how they manage/take care of it because its different then ours .",0
6608,"but if you print it and get it into comic stores , you get a lot more coverage of the population , my oppinion .",0
6609,"i might print out b/w copies and just leave them at places to get it out , but first I need an artist .",0
6610,This thread is an example of white people not forming an alliance anytime soon When we still have whites fighting over who is more white .,0
6611,"Get over it ! if your white and racially aware , join the army and respect your white brothers and sisters !",0
6612,a few times ive been told to make kids. i said i have no one to make them with. now i have someone but we do not feel ready to have kids. i belive in quality over quantity. so we would have maybe 2 to 4 .,0
6613,If they do n't find a way to kick out the brown cloud that 's already there the Danish gene pool is lost .,1
6614,I went out of my way to purchase food items from Denmark whenever they were available because I believe in hygiene and handling of food products by clean whites .,0
6615,No more !,0
6616,"I'm a WN from NJ , Ive been looking for others in NJ for awhile , where about in NJ are u ?",0
6617,Im from Central NJ .,0
6618,My AIM s/n is MetalGod178,0
6619,Black people are the biggest pawns ever everyone uses them for crime they are always the fall guy.Italian mob uses them to do the dirty work the mexicans use them the japanese use them and the chinese.Now who should know whos name ?,1
6620,"its because the teachers are liberals and kikes who know not of true European values or European pride. our teachers are actually imbeciles and stooges , save for a few. i find that tragically ironic .",0
6621,I did the whole rainbow inspired hair colors from ages 14 - 17 .,0
6622,My natural color had been a rich chocolate brown .. but after I had my daughter it got mousy .,0
6623,After I had my son it got reddish highlights .. which I loved .,0
6624,"Now that he 's 15 months old , my hair went back to mousy .",0
6625,I use Feria 's Blowout Burgundy every 6 weeks ... it 's a subtle color unless I 'm right in the sun - then it 's vibrant .,0
6626,Would n't change it for anything !,0
6627,too bloody right mate hey dont get me wrong i use short cuts all the time but sometimes it jus goes 2 far,0
6628,I'm not trying to insult you or anything .,0
6629,Just trying to make people understand that you dont HAVE to shave your head to be a skin .,0
6630,"quote: -------------------------------------------------------------------------------- Originally posted by Draco Nah G , Iz bee outta dat wigga sheot like a million mutha * * * * in years ago , nameen ?",0
6631,"I stillz listens to da Eminem and Wu-Tang Klan ( Big Up ! ) an sheot , but bitches know not ta reprazent !",0
6632,Me an my main nigga Rakwan X and Cracka killa homey G dog money funk on the East side representin Brooklyn soul brotha numba 1 Leroy beez runnin da wigga thing up in hea !,0
6633,Holla !,0
6634,-------------------------------------------------------------------------------- Ebonics ...,0
6635,This is the sadest excuse for a white person I have ever heard .,0
6636,You are not out of the wigger stage .,0
6637,I could go on for hours pointing out your wigger flaws but im not even gonna waste my time .,0
6638,"You need some white culture , and a dictionary .",0
6639,WPWW - eddie,0
6640,"I use AIM , Name : Hatey82K2 I am usually on each day , All the time on the weekends Soundtrack For This Song Provided By : Band Name : Song : Bully Boys Rage On This",0
6641,I was fortunate enough to be blessed with Reddish Blond hair .,0
6642,"So , a `` high and tight '' will suffice .",0
6643,"I do n't get sussed , except for some local band shows .",0
6644,Makes finding good employment a bit tougher than it should be .,0
6645,I have a couple and get out on the 14th .,0
6646,I have a summer job all planed out and im goin to 10th next year .,0
6647,"I joined today and just found this sight recenty , I Love being white and wanted to talk to others with veiws simular to my own .",0
6648,It's being reported by some of the British press who are usually more critical of Israel .,0
6649,American Media appears to have a blackout on these developments .,0
6650,Justin Trudeau shows the international community that incompetence and arrogance are all it takes to lead a nation these days .,0
6651,Check out my video below and let me know what you guys think Cheers !,0
6652,Justin Trudeau is an Embarrassment to Canada - YouTube,0
6653,I would n't be surprised if the government took more taxes off our pay checks so that Trudeau could feed and house more rapeugees that are flooding our country .,1
6654,"Sorry, but are you gay ?",0
6655,"Our ancestors went though millions of years of eating meat , if its bloody good enough for them , its good enough for me .",0
6656,"That was on a sheet of paper , and I take it you meant bull sheet ( as other poster said it before )",0
6657,We have a couple of events coming up that are pretty close together so I 'll post them both here now . June 24th event July 1st event,0
6658,going to the show over in the third district on saturday im trying to go but probly will need a ride home thanks,0
6659,My heart goes out to you ..,0
6660,"True , you have to have money to leave but it seems like no one is helping ya 'll .",0
6661,Why does Stormfront not have a section for this type of thing .,0
6662,"Van Rensburg , Nostradamus etc ?",0
6663,There is a 911 section .,0
6664,You could have made one for prophecies .,0
6665,Our brothers & sisters in SA must stand their ground because they have earned through the blood and sweat of their ancestors .,0
6666,It is hard to say what is going to happen however one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia .,0
6667,Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .,1
6668,Look for Don McAlvany 's `` Revolution and Betrayal '' The terrorist-pig was caught red-handed with tens of thousands of grenades and anti-personnel mines .,0
6669,His commie-jew handler was Joe Slovo .,0
6670,"I like to listen to this preacher , but why do black prreachers always have to scream .",1
6671,I ai n't deaf yet .,0
6672,"I feel so sorry for all you people living there , wish you could all move here hopefully you do n't suffer like your neighbours in zimbabwe .",1
6673,I like this man 's anger and resoluteness.Colud anyone tell where to take the whole footage ?,0
6674,Racist attack on tv show south africa BBC - YouTube,0
6675,Why do people still join Militias ?,0
6676,Why not just band with one or two of your close friends ?,0
6677,Militias are too risky with the Feds .,0
6678,"Arseniy Yatsenyuk approved as Ukraine 's new prime minister Arseniy Yatsenyuk , Ukraine 's new prime minister Published February 27 , 2014 / FoxNews.com Source : Arseniy Yatsenyuk approved as Ukraine 's new prime minister | Fox News",0
6679,I would think that European nationalist organizations would be easier to create than American nationalist organizations .,0
6680,"White Irish nationalist for Ireland White German nationalist for Germany White Dutch people for the Netherlands Thats not hard borders are very important even between European countries To destroy or harm any culture is a crime against humanity and melting down all the smaller countries into one big country destroying there languages and so on would just be wrong , we should work together yes we are all white and all brothers and our nations are sacred .",0
6681,I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .,1
6682,And im sure theres a lot more people that would do the same .,0
6683,"Yes, no nationalists have appointed a Jewish prime minister so I 'm not sure why any one but an anti would claim as such .",0
6684,These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,1
6685,"No , I 'm NOT kidding .....",0
6686,That was wierd .,0
6687,Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !,1
6688,2 Years of foreign language is mandatory to graduate from my school .,0
6689,"French and Spanish are offered , but there is only one french teacher , as opposed to our 4 or more Spanish teachers , so the number of students able to take French is VERY limited .",0
6690,"Yeah, if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings .",1
6691,"http://youtube.com/watch ? v = gdYJjU-Nx6E The maker of this video may be Jewish , not sure , he has a big kosher-lookin nose .",1
6692,Of course they can take the property of white people for reparations .,0
6693,Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,1
6694,Maybe some Asians will complain because a Asian kid is used for the adoption when most Asian countries will not adopt out to gays .,0
6695,"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.",1
6696,"( Prince of Bel Air , Moeisha , etc ... )",0
6697,"Yep I totally agree , the minute the Jew press see 's the Klan outfits , that 's all they will talk about , and justify the white murders .",0
6698,"I read an article where they ran the White rancher off his property , he left behind all types of farming equipment and a herd of livestock .",0
6699,"I read where they came in and killed all the livestock and had a feast , then 6 months later were starving .",0
6700,The seeds and farming equipment was never used .,0
6701,I just wonder how long before obango starts bringing them here for a new life .,0
6702,It is n't enough that we support mesico now we have to support africa .,1
6703,"hmm, wonder if we can get them to jump in the river if we put an ad on TV that there is billions in gold at the bottom of the river ?",0
6704,"We know they cant swim , but they might not remember that in their lust for ' dat money ' .",1
6705,"Many thanks Dr. Duke on behalf of all us internet radio addicts , your DavidDuke.com interviews are always very much appreciated !",0
6706,David Duke with Bruno Gollnisch !,0
6707,http://www.davidduke.com/mp3/dukeradio080723brunog.mp3,0
6708,And I would add to that one of the distinctive features of malls are the food courts where we can witness Americans and their eating disorders on display .,0
6709,I only clicked on the article hoping it was I white baby and as usual I was disappointed .,0
6710,Also I agree it 's not fair to monkeys to compare them to black people .,1
6711,What did those poor monkeys ever do to you ?,0
6712,Thanks for posting .,0
6713,Anyone who cannot watch much of this video should AT LEAST watch the last minute and listen to what he 's saying .,0
6714,At least skip ahead to 9 : 50 and watch the final minute .,0
6715,And `` heat '' means guns ( ' case y' all ai n't down wit da slang ),0
6716,I've heard the name before but I too have no idea who she is .. one of the benefits of turning off the Talmudivision and watching very few modern movies,1
6717,"i have seen the autopsy report on emily they did not look for rape becouse they knew what they would find , they went just for the murder charge not rape and murder becouse they knew it would be to much for the public to take .",0
6718,"Amazing how 5 young bucks can break in to a little girls home , beat the child half to death before killing her and we are expected to believe that they did n't take turns at her while before finally killing her ...",0
6719,"Sorry , I just do n't buy it .",0
6720,Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,1
6721,A public execution for these animals would go a LONG way to point to justice being done ; it would never bring the girl back ; but I guarantee it would send a message ............................,1
6722,God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,1
6723,Amen .,0
6724,"Also, 4 people break into a home and shoot and kill a 12 year old , and none of the major news outlets pick up the story ?",0
6725,Sad .,0
6726,"Who knows , maybe what has reached the ears of the majority is just deliberate disinformation designed to create confusion , while their real agenda remains safely concealed .",0
6727,"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .",1
6728,I just shake my head every time this thread comes to the front page .,0
6729,It almost reads like something out of a science fiction novel .,0
6730,Good for the lions .,0
6731,"I hope they did n't eat the villagers , they might have gotten food poisoning .",0
6732,And is it really too much to ask of you people to shut up about Christianity and Paganism and stick to the subject at hand ???,0
6733,I just took that test .,0
6734,Only scored a 120 .,0
6735,I have got to start challenging myself .,0
6736,"About 8 years ago , I scored much higher on other types of tests .",0
6737,That 's a little scary .,0
6738,It is that whole thing about Standard of living being the most important thing in peoples lives and what they strive for and base their self worth and the worth of others on that is a huge obstacle we need to overcome .,0
6739,They're coming out of the woodwork to oppose white unity and White History Month .,1
6740,By their fruits ye shall know them .,0
6741,"Sometimes its best to keep your mouth closed ( Boy unknowingly admits to a crime ) - YouTube Typical stupid * * * * * * , inadvertently admits his crime to quibble a small detail .",0
6742,Don't know if this one 's been posted .,0
6743,"It 's pretty old , but I have n't seen it in this thread .",0
6744,YouTube - & #x202a ; Walmart Greeter Beatdown ( Caught on Tape ) & #x202c ; & rlm ;,0
6745,I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,1
6746,It 's like that at most public boards .,0
6747,Whites are the minority in the World .,0
6748,It was only a matter of time before it hit the U.S. and Europe .,0
